Log GDP per capita,Healthy life expectancy at birth,Freedom to make life choices,Social support,year
8.935,60.66,0.865,0.802,2012
8.953,60.94,0.884,0.83,2013
8.98,61.22,0.843,0.834,2014
9.003,61.5,0.869,0.823,2015
9.013,61.7,0.863,0.811,2016
9.027,61.9,0.915,0.826,2017
9.044,62.1,0.91,0.841,2018
9.068,62.3,0.901,0.774,2019
9.116,62.9,0.856,0.806,2022
7.556,51.02,0.797,0.598,2011
7.589,51.14,0.646,0.542,2012
7.604,51.26,0.693,0.567,2013
7.615,51.38,0.684,0.638,2014
7.627,51.5,0.666,0.579,2015
7.704,51.95,0.726,0.675,2016
7.776,52.4,0.738,0.634,2017
7.813,52.85,0.731,0.63,2018
7.842,53.3,0.691,0.655,2019
7.865,53.75,0.598,0.732,2020
7.879,54.2,0.676,0.627,2021
7.9,54.65,0.729,0.582,2022
9.089,56.24,0.694,0.849,2007
7.973,6.72,0.449,0.694,2006
8.012,17.36,0.465,0.679,2008
7.984,28.0,0.373,0.554,2010
8.022,33.32,0.413,0.567,2011
8.012,38.64,0.482,0.749,2012
8.039,43.96,0.61,0.648,2013
8.041,49.28,0.509,0.554,2014
8.052,54.6,0.398,0.564,2015
8.056,54.9,0.304,0.584,2016
8.067,55.2,0.484,0.647,2017
8.07,55.5,0.591,0.538,2018
8.448,63.1,0.65,0.933,2006
8.485,62.9,0.676,0.819,2007
8.504,62.7,0.687,0.828,2008
8.458,62.5,0.661,0.824,2009
8.474,62.3,0.646,0.803,2010
8.492,62.1,0.783,0.766,2011
8.513,61.9,0.7,0.779,2012
8.521,61.7,0.698,0.792,2013
8.533,61.5,0.696,0.79,2014
8.553,61.3,0.534,0.772,2015
8.573,61.725,0.85,0.774,2016
8.603,62.15,0.898,0.843,2017
8.624,62.575,0.872,0.827,2018
8.633,63.0,0.846,0.797,2019
8.626,63.85,0.835,0.806,2021
8.645,64.275,0.851,0.729,2022
10.746,65.8575,0.91,0.812,2006
10.816,66.6675,0.922,0.84,2008
10.788,65.32,0.918,0.835,2009
10.847,65.64,0.89,0.857,2010
10.887,65.8,0.894,0.846,2011
10.893,65.96,0.88,0.826,2012
10.939,66.12,0.843,0.834,2014
10.97,66.28,0.8,0.832,2016
10.999,66.44,0.831,0.831,2017
10.995,66.6,0.727,0.856,2019
10.931,66.75,0.705,0.813,2020
11.002,66.9,0.669,0.821,2021
10.148,65.32,0.538,0.931,2007
10.093,65.64,0.464,0.901,2009
10.106,65.8,0.514,0.896,2010
10.127,65.96,0.631,0.894,2011
10.119,66.12,0.569,0.906,2012
10.14,66.28,0.674,0.877,2013
10.184,66.44,0.494,0.845,2014
10.223,66.6,0.558,0.859,2015
10.248,66.75,0.554,0.9,2016
10.292,66.9,0.661,0.877,2017
10.346,67.05,0.693,0.941,2018
10.394,67.2,0.798,0.947,2019
10.349,67.35,0.771,0.943,2020
10.422,67.5,0.727,0.948,2021
10.484,67.65,0.776,0.937,2022
10.878,71.2,0.885,0.977,2008
10.788,71.6,0.905,0.979,2012
10.823,71.7,0.923,0.967,2013
10.862,71.9,0.94,0.98,2015
10.909,71.925,0.952,0.985,2016
10.927,71.95,0.939,0.967,2017
10.949,72.0,0.959,0.982,2019
10.862,72.025,0.949,0.983,2020
10.889,72.05,0.923,0.98,2021
10.935,72.075,0.936,0.985,2022
8.141,55.86,0.774,0.707,2006
8.2,56.22,0.729,0.569,2007
8.216,56.58,0.756,0.684,2008
8.278,56.94,0.679,0.653,2009
8.346,57.3,0.783,0.605,2010
8.383,57.66,0.838,0.553,2011
8.423,58.02,0.609,0.511,2012
8.472,58.38,0.74,0.553,2013
8.531,58.74,0.809,0.621,2014
8.596,59.1,0.777,0.61,2015
8.664,59.4,0.82,0.614,2016
8.718,59.7,0.886,0.607,2017
8.77,60.0,0.89,0.638,2018
8.796,60.3,0.876,0.561,2019
8.718,60.6,0.906,0.616,2020
8.794,60.9,0.866,0.57,2021
8.85,61.2,0.893,0.608,2022
8.839,60.32,0.713,0.771,2006
8.888,60.54,0.603,0.704,2007
8.933,60.76,0.596,0.675,2008
8.966,60.98,0.784,0.779,2009
9.013,61.2,0.7,0.816,2010
9.061,61.42,0.878,0.825,2011
9.107,61.64,0.77,0.834,2012
9.149,61.86,0.781,0.794,2013
9.186,62.08,0.719,0.905,2014
9.222,62.3,0.779,0.809,2015
9.261,62.425,0.83,0.792,2016
9.3,62.55,0.865,0.796,2017
9.341,62.675,0.879,0.809,2018
9.381,62.8,0.866,0.802,2019
9.351,62.925,0.853,0.751,2020
9.381,63.05,0.885,0.817,2021
9.425,63.175,0.903,0.834,2022
9.595,64.58,0.533,0.718,2007
9.584,64.72,0.601,0.633,2008
9.636,65.14,0.798,0.582,2011
9.585,65.28,0.764,0.6,2012
9.555,65.42,0.73,0.664,2013
9.585,65.56,0.767,0.644,2014
9.548,65.7,0.78,0.572,2015
9.614,65.85,0.773,0.566,2016
9.627,66.0,0.731,0.714,2017
9.591,66.15,0.603,0.674,2018
9.553,66.3,0.623,0.698,2019
9.577,66.45,0.6,0.757,2020
9.616,66.6,0.609,0.771,2021
9.638,66.75,0.57,0.8,2022
8.982,60.94,0.386,0.744,2008
8.979,60.92,0.431,0.862,2009
9.009,60.9,0.419,0.854,2010
9.047,60.88,0.347,0.751,2011
9.133,60.86,0.315,0.73,2012
9.159,60.84,0.952,0.728,2013
9.126,60.82,0.646,0.725,2014
9.145,60.8,0.599,0.684,2015
9.25,61.275,0.666,0.719,2016
9.208,61.75,0.628,0.695,2017
9.21,62.225,0.598,0.764,2018
9.096,63.175,0.7,0.708,2020
9.101,63.65,0.594,0.73,2021
10.982,69.62,0.943,0.967,2006
10.939,69.86,0.894,0.983,2008
10.876,69.98,0.835,0.959,2009
10.887,70.1,0.856,0.973,2010
10.891,70.22,0.952,0.977,2011
10.887,70.34,0.902,0.962,2012
10.893,70.46,0.884,0.955,2013
10.969,70.58,0.922,0.968,2014
11.177,70.7,0.892,0.953,2015
11.186,70.8,0.875,0.958,2016
11.261,70.9,0.905,0.943,2017
11.331,71.0,0.861,0.938,2018
11.37,71.1,0.892,0.944,2019
11.42,71.2,0.882,0.96,2020
11.538,71.3,0.846,0.85,2021
11.625,71.4,0.895,0.906,2022
10.359,71.08,0.817,0.927,2006
10.4,71.16,0.683,0.868,2007
10.414,71.24,0.663,0.859,2008
10.399,71.32,0.593,0.937,2009
10.436,71.4,0.561,0.882,2010
10.472,71.48,0.722,0.893,2011
10.479,71.56,0.681,0.903,2012
10.503,71.64,0.739,0.909,2013
10.523,71.72,0.707,0.889,2014
10.527,71.8,0.753,0.864,2015
10.552,71.95,0.772,0.89,2016
10.574,72.1,0.768,0.916,2017
10.595,72.25,0.725,0.91,2018
10.617,72.4,0.834,0.946,2019
10.58,72.55,0.831,0.959,2020
10.647,72.7,0.82,0.917,2021
10.692,72.85,0.775,0.954,2022
10.722,70.8,0.684,0.912,2007
10.706,70.9,0.543,0.88,2008
10.647,71.0,0.701,0.88,2009
10.661,71.1,0.738,0.872,2010
10.666,71.2,0.568,0.913,2011
10.633,71.3,0.57,0.869,2012
10.603,71.4,0.499,0.916,2013
10.594,71.5,0.624,0.898,2014
10.603,71.6,0.575,0.909,2015
10.617,71.675,0.624,0.927,2016
10.635,71.75,0.633,0.92,2017
10.647,71.825,0.65,0.913,2018
10.663,71.9,0.709,0.838,2019
10.573,71.975,0.718,0.89,2020
10.644,72.05,0.703,0.886,2021
10.685,72.125,0.711,0.869,2022
8.164,48.9,0.76,0.667,2009
8.267,51.3,0.739,0.709,2013
8.334,51.9,0.781,0.711,2014
8.377,52.5,0.8,0.704,2015
8.421,53.075,0.769,0.617,2016
8.466,53.65,0.732,0.661,2017
8.507,54.225,0.713,0.621,2018
8.542,54.8,0.736,0.679,2019
8.537,55.375,0.77,0.613,2020
8.58,55.95,0.717,0.554,2021
8.612,56.525,0.713,0.536,2022
9.249,66.6,0.738,0.909,2006
9.193,66.6,0.796,0.855,2011
9.182,66.6,0.793,0.865,2013
9.185,66.6,0.809,0.874,2014
9.209,66.6,0.861,0.913,2017
9.234,66.6,0.891,0.878,2019
9.127,66.6,0.865,0.87,2020
9.169,66.6,0.731,0.857,2021
9.198,66.6,0.874,0.868,2022
10.578,72.64,0.796,0.938,2007
10.566,72.76,0.772,0.887,2008
10.507,72.88,0.73,0.888,2009
10.547,73.0,0.772,0.902,2010
10.549,73.12,0.814,0.917,2011
10.565,73.24,0.753,0.905,2012
10.586,73.36,0.821,0.924,2013
10.59,73.48,0.838,0.9,2014
10.607,73.6,0.832,0.923,2015
10.615,73.725,0.836,0.9,2016
10.632,73.85,0.849,0.882,2017
10.639,73.975,0.773,0.886,2018
10.638,74.1,0.806,0.878,2019
10.595,74.225,0.806,0.887,2020
10.616,74.35,0.801,0.896,2021
10.636,74.475,0.789,0.899,2022
9.308,66.16,0.646,0.841,2007
9.354,66.34,0.731,0.766,2008
9.381,66.52,0.771,0.899,2009
9.382,66.7,0.788,0.918,2010
9.383,66.88,0.76,0.878,2011
9.393,67.06,0.693,0.829,2012
9.354,67.24,0.692,0.84,2013
9.269,67.42,0.729,0.816,2014
9.202,67.6,0.767,0.83,2015
9.173,67.6,0.771,0.82,2016
9.173,67.6,0.766,0.815,2017
9.168,67.6,0.762,0.8,2018
9.164,67.6,0.726,0.793,2019
9.127,67.6,0.779,0.709,2020
9.129,67.6,0.773,0.703,2021
9.134,67.6,0.759,0.774,2022
9.804,58.0,0.731,0.872,2006
9.878,58.6,0.806,0.861,2007
9.892,59.2,0.727,0.839,2008
9.884,59.8,0.856,0.893,2009
9.94,60.4,0.785,0.904,2010
9.997,61.0,0.878,0.905,2011
10.03,61.6,0.84,0.892,2012
10.074,62.2,0.782,0.889,2013
10.101,62.8,0.799,0.795,2014
10.098,63.4,0.74,0.931,2015
10.095,63.8,0.783,0.928,2016
10.121,64.2,0.745,0.914,2017
10.148,64.6,0.84,0.937,2018
10.179,65.0,0.852,0.951,2019
10.141,65.4,0.872,0.966,2020
10.17,65.8,0.807,0.906,2021
10.187,66.2,0.883,0.923,2022
8.164,51.42,0.616,0.909,2006
8.201,51.94,0.75,0.841,2007
8.173,52.46,0.62,0.827,2008
8.176,52.98,0.584,0.789,2009
8.226,53.5,0.635,0.805,2010
8.249,54.02,0.709,0.846,2011
8.269,54.54,0.628,0.831,2012
8.282,55.06,0.708,0.825,2013
8.308,55.58,0.819,0.765,2014
8.334,56.1,0.793,0.777,2015
8.353,56.5,0.749,0.706,2016
8.369,56.9,0.853,0.715,2017
8.404,57.3,0.821,0.707,2018
8.434,57.7,0.818,0.676,2019
8.411,58.1,0.702,0.674,2020
8.465,58.5,0.678,0.702,2021
8.499,58.9,0.706,0.691,2022
9.416,67.1775,0.381,0.848,2007
8.858,68.4,0.769,0.884,2008
8.899,69.0,0.506,0.83,2009
8.94,69.2,0.451,0.708,2010
8.992,69.4,0.589,0.759,2011
9.0,69.6,0.636,0.757,2012
9.046,69.8,0.568,0.721,2013
9.082,70.0,0.441,0.706,2014
9.153,70.2,0.561,0.805,2015
9.213,70.175,0.827,0.824,2016
9.253,70.15,0.858,0.792,2017
9.283,70.1,0.89,0.822,2018
9.334,59.92,0.841,0.843,2019
9.279,60.34,0.88,0.792,2020
9.383,60.76,0.84,0.849,2021
9.416,61.18,0.865,0.888,2022
11.233,68.4,0.769,0.919,2006
11.074,69.0,0.819,0.926,2009
10.998,69.2,0.703,0.893,2010
11.024,69.4,0.769,0.882,2011
11.012,69.6,0.934,0.889,2012
10.952,69.8,0.751,0.862,2013
10.926,70.0,0.814,0.914,2014
10.893,70.2,0.822,0.823,2015
10.887,70.175,0.841,0.845,2016
10.82,70.15,0.884,0.853,2017
10.765,70.1,0.867,0.842,2019
8.185,59.92,0.678,0.844,2006
8.258,60.34,0.684,0.833,2007
8.329,60.76,0.719,0.792,2008
8.345,61.18,0.699,0.855,2009
8.329,61.6,0.72,0.885,2010
8.374,62.02,0.748,0.891,2011
8.357,62.44,0.703,0.856,2012
8.441,62.86,0.755,0.851,2013
8.46,63.28,0.736,0.898,2014
8.477,63.7,0.813,0.857,2015
8.5,64.225,0.814,0.914,2016
8.526,64.75,0.859,0.883,2017
8.543,65.275,0.945,0.898,2018
8.568,65.8,0.92,0.877,2019
8.461,66.325,0.935,0.902,2020
8.479,66.85,0.918,0.904,2021
8.517,67.375,0.948,0.927,2022
8.234,55.88,0.925,0.807,2006
8.291,56.26,0.867,0.79,2007
8.351,56.64,0.886,0.807,2008
8.538,57.78,0.882,0.691,2011
8.601,58.16,0.685,0.693,2012
8.883,59.9,0.891,0.707,2017
8.929,60.2,0.907,0.705,2018
8.967,60.5,0.906,0.729,2019
8.957,60.8,0.915,0.66,2020
8.968,61.1,0.927,0.65,2021
10.042,63.1,0.641,0.884,2006
10.145,63.4,0.7,0.836,2007
10.123,63.7,0.63,0.855,2008
9.985,64.0,0.437,0.807,2009
10.004,64.6,0.564,0.836,2011
10.085,64.9,0.564,0.851,2012
10.115,65.2,0.631,0.834,2013
10.143,65.5,0.671,0.881,2014
10.19,65.8,0.656,0.879,2015
10.222,65.9,0.685,0.917,2016
10.264,66.0,0.7,0.895,2017
10.311,66.1,0.608,0.913,2018
10.343,66.2,0.698,0.936,2019
10.328,66.3,0.82,0.928,2020
10.376,66.4,0.815,0.954,2021
10.407,66.5,0.817,0.928,2022
9.572,65.16,0.67,0.853,2006
9.712,65.28,0.524,0.717,2008
9.797,65.34,0.665,0.736,2009
9.865,65.4,0.678,0.721,2010
9.864,65.46,0.657,0.733,2011
9.863,65.52,0.621,0.713,2012
9.808,65.58,0.655,0.708,2013
9.733,65.64,0.657,0.759,2014
9.718,65.7,0.597,0.742,2015
9.755,65.775,0.657,0.828,2016
9.787,65.85,0.605,0.777,2017
9.797,65.925,0.607,0.829,2018
9.751,66.0,0.447,0.866,2019
9.531,66.075,0.552,0.547,2020
9.471,66.15,0.423,0.507,2021
9.428,66.225,0.45,0.535,2022
7.785,41.52,0.618,0.824,2011
7.897,42.25,0.729,0.798,2016
7.852,42.9,0.757,0.769,2017
7.837,44.2,0.716,0.79,2019
7.179,51.86,0.79,0.594,2007
7.207,51.94,0.724,0.619,2008
7.257,52.1,0.819,0.827,2010
7.386,52.42,0.59,0.708,2014
7.366,52.5,0.671,0.638,2015
7.33,53.1,0.763,0.643,2016
7.335,53.7,0.733,0.685,2017
7.328,54.3,0.766,0.727,2018
7.283,54.9,0.706,0.712,2019
7.277,56.7,0.732,0.597,2022
10.38,65.14,0.712,0.855,2012
9.858,64.3,0.775,0.868,2015
9.828,64.525,0.822,0.876,2016
10.095,64.75,0.779,0.823,2017
10.156,64.975,0.781,0.824,2018
10.023,65.2,0.762,0.827,2019
10.042,63.5,0.567,0.93,2006
10.16,63.7,0.59,0.941,2007
10.196,63.9,0.621,0.914,2008
10.046,64.1,0.496,0.933,2009
10.083,64.3,0.519,0.882,2010
10.165,64.5,0.566,0.911,2011
10.216,64.7,0.503,0.919,2012
10.261,64.9,0.556,0.913,2013
10.304,65.1,0.508,0.908,2014
10.334,65.3,0.641,0.929,2015
10.371,65.65,0.614,0.938,2016
10.427,66.0,0.749,0.926,2017
10.476,66.35,0.699,0.929,2018
10.524,66.7,0.78,0.918,2019
10.523,67.05,0.824,0.953,2020
10.579,67.4,0.707,0.928,2021
10.602,67.75,0.71,0.937,2022
11.628,70.3,0.939,0.939,2009
11.647,70.5,0.908,0.952,2010
11.635,70.7,0.962,0.934,2011
11.627,70.9,0.917,0.914,2012
11.636,71.1,0.79,0.917,2013
11.638,71.3,0.938,0.875,2014
11.637,71.5,0.932,0.934,2015
11.664,71.525,0.882,0.941,2016
11.653,71.55,0.903,0.905,2017
11.645,71.575,0.884,0.902,2018
11.649,71.6,0.93,0.912,2019
11.66,71.675,0.915,0.878,2022
7.351,54.14,0.637,0.711,2006
7.413,54.62,0.332,0.776,2008
7.309,55.34,0.546,0.818,2011
7.311,55.58,0.487,0.673,2012
7.307,55.82,0.48,0.673,2013
7.314,56.06,0.529,0.655,2014
7.319,56.3,0.545,0.647,2015
7.332,56.55,0.57,0.746,2016
7.345,56.8,0.57,0.626,2017
7.351,57.05,0.551,0.666,2018
7.369,57.3,0.55,0.701,2019
7.29,58.05,0.523,0.642,2022
7.017,45.36,0.767,0.554,2006
7.08,46.42,0.91,0.6,2007
7.176,48.54,0.879,0.718,2009
7.232,50.66,0.733,0.613,2011
7.223,51.72,0.637,0.604,2012
7.245,52.78,0.752,0.563,2013
7.273,53.84,0.786,0.512,2014
7.273,54.9,0.801,0.494,2015
7.27,55.45,0.81,0.524,2016
7.283,56.0,0.848,0.555,2017
7.299,56.55,0.799,0.528,2018
7.325,57.1,0.765,0.549,2019
7.307,58.2,0.757,0.558,2021
7.296,58.75,0.744,0.503,2022
9.827,65.08,0.837,0.866,2006
9.867,65.16,0.844,0.871,2007
9.893,65.24,0.78,0.803,2008
9.858,65.32,0.874,0.792,2009
9.912,65.4,0.769,0.839,2010
9.948,65.48,0.84,0.77,2011
9.985,65.56,0.848,0.841,2012
10.015,65.64,0.791,0.831,2013
10.057,65.72,0.808,0.863,2014
10.092,65.8,0.675,0.818,2015
10.197,65.725,0.875,0.789,2018
10.228,65.7,0.916,0.842,2019
10.159,65.675,0.878,0.797,2020
10.179,65.65,0.878,0.794,2021
9.893,69.775,0.855,0.913,2018
7.561,49.94,0.555,0.761,2006
7.576,50.62,0.495,0.747,2008
7.591,50.96,0.634,0.733,2009
7.61,51.3,0.749,0.751,2010
7.609,51.64,0.823,0.796,2011
7.572,51.98,0.704,0.823,2012
7.565,52.32,0.665,0.82,2013
7.602,52.66,0.652,0.843,2014
7.631,53.0,0.634,0.83,2015
7.655,53.4,0.696,0.836,2016
7.675,53.8,0.753,0.741,2017
7.69,54.2,0.737,0.692,2018
7.705,54.6,0.67,0.755,2019
7.661,55.0,0.645,0.568,2020
7.659,55.4,0.673,0.573,2021
7.645,55.8,0.818,0.642,2022
10.353,70.22,0.803,0.916,2009
10.402,70.4,0.802,0.908,2010
10.402,70.58,0.882,0.923,2011
10.434,70.76,0.861,0.922,2012
10.473,70.94,0.909,0.942,2013
10.526,71.12,0.904,0.941,2014
10.594,71.3,0.912,0.919,2015
10.605,71.35,0.916,0.93,2016
10.681,71.4,0.924,0.937,2017
10.706,71.45,0.927,0.932,2018
10.724,71.5,0.924,0.922,2019
10.615,71.55,0.931,0.938,2020
10.707,71.6,0.889,0.897,2021
9.896,71.65,0.838,0.932,2022
8.528,56.5,0.573,0.682,2007
8.5,56.8,0.593,0.67,2008
8.474,57.1,0.735,0.819,2009
8.471,57.4,0.669,0.857,2010
8.482,57.7,0.567,0.75,2011
8.494,58.0,0.487,0.763,2012
8.506,58.3,0.603,0.741,2013
8.521,58.6,0.468,0.853,2014
8.547,58.9,0.447,0.875,2015
8.533,59.125,0.467,0.785,2016
8.568,59.35,0.527,0.779,2017
8.588,59.575,0.467,0.802,2018
8.614,59.8,0.628,0.798,2019
8.591,60.475,0.624,0.648,2022
9.797,63.52,0.848,0.8,2011
9.896,63.88,0.824,0.785,2014
9.968,63.975,0.819,0.836,2016
10.006,63.95,0.912,0.91,2017
10.044,63.925,0.867,0.909,2018
10.072,63.9,0.893,0.913,2019
9.915,63.875,0.843,0.893,2020
9.951,63.85,0.802,0.887,2021
10.007,63.825,0.798,0.887,2022
9.831,64.68,0.67,0.879,2007
9.83,64.82,0.677,0.876,2008
9.764,64.96,0.682,0.868,2009
9.8,65.1,0.778,0.876,2010
9.822,65.24,0.831,0.824,2011
9.844,65.38,0.788,0.767,2012
9.844,65.52,0.739,0.759,2013
9.86,65.66,0.779,0.782,2014
9.88,65.8,0.719,0.761,2015
9.895,65.8,0.752,0.893,2016
9.905,65.8,0.861,0.8,2017
9.917,65.8,0.816,0.858,2018
9.907,65.8,0.903,0.852,2019
9.816,65.8,0.873,0.779,2020
9.857,65.8,0.837,0.779,2021
9.876,65.8,0.861,0.858,2022
8.936,59.48,0.554,0.812,2006
8.967,59.86,0.696,0.804,2007
9.044,60.24,0.641,0.872,2008
8.984,60.62,0.551,0.856,2009
9.053,61.0,0.598,0.847,2010
9.111,61.38,0.628,0.869,2011
9.105,61.76,0.602,0.826,2012
9.192,62.14,0.658,0.803,2013
9.241,62.52,0.623,0.805,2014
9.245,62.9,0.595,0.84,2015
9.3,63.3,0.557,0.837,2016
9.363,63.7,0.553,0.831,2017
9.423,64.1,0.824,0.892,2018
9.475,64.5,0.784,0.809,2019
9.409,64.9,0.859,0.874,2020
9.547,65.3,0.833,0.88,2021
9.54,65.7,0.829,0.817,2022
8.827,56.54,0.781,0.881,2007
8.902,56.96,0.484,0.92,2008
8.925,57.8,0.631,0.904,2010
9.069,58.22,0.7,0.948,2011
9.168,58.64,0.688,0.919,2012
9.26,59.06,0.748,0.935,2013
9.315,59.48,0.752,0.943,2014
9.318,59.9,0.686,0.906,2015
9.311,60.0,0.76,0.947,2016
9.344,60.1,0.675,0.924,2017
9.397,60.2,0.696,0.942,2018
9.43,60.3,0.711,0.946,2019
9.365,60.4,0.718,0.918,2020
9.365,60.5,0.667,0.927,2021
9.388,60.6,0.717,0.951,2022
9.696,65.96,0.512,0.832,2007
9.702,66.12,0.556,0.816,2009
9.727,66.2,0.552,0.805,2010
9.758,66.28,0.546,0.818,2011
9.729,66.36,0.462,0.704,2012
9.763,66.44,0.502,0.736,2013
9.78,66.52,0.503,0.863,2014
9.813,66.6,0.583,0.74,2015
9.842,66.7,0.569,0.866,2016
9.888,66.8,0.626,0.881,2017
9.937,66.9,0.626,0.856,2018
9.978,67.0,0.694,0.832,2019
9.813,67.1,0.802,0.887,2020
8.673,62.5,0.663,0.678,2010
8.71,62.66,0.579,0.833,2011
8.726,62.82,0.757,0.676,2012
8.757,62.98,0.572,0.597,2013
8.947,63.3,0.713,0.606,2015
8.94,63.4,0.817,0.655,2016
8.977,63.5,0.814,0.641,2017
8.996,63.6,0.773,0.554,2018
9.014,63.7,0.757,0.535,2019
8.929,63.8,0.819,0.553,2020
8.994,63.9,0.762,0.505,2021
8.996,64.0,0.795,0.564,2022
6.792,44.82,0.684,0.879,2006
6.84,45.24,0.643,0.748,2007
6.885,45.66,0.514,0.756,2008
6.996,46.92,0.639,0.818,2011
7.148,48.6,0.813,0.666,2015
7.16,49.5,0.823,0.678,2017
7.165,49.95,0.897,0.738,2018
7.159,50.4,0.87,0.742,2019
7.112,51.3,0.838,0.664,2021
7.12,51.75,0.884,0.711,2022
8.067,58.16,0.691,0.612,2012
8.134,58.64,0.775,0.757,2013
8.205,59.12,0.87,0.774,2014
8.229,59.6,0.808,0.752,2015
8.321,59.925,0.877,0.793,2016
8.369,60.25,0.886,0.795,2017
8.424,60.575,0.906,0.774,2018
8.483,60.9,0.899,0.763,2019
8.507,61.225,0.825,0.796,2020
8.302,61.55,0.631,0.78,2021
9.073,51.88,0.781,0.828,2007
9.264,54.26,0.849,0.763,2014
9.243,55.35,0.81,0.828,2017
9.237,55.725,0.754,0.864,2018
9.211,56.1,0.739,0.845,2019
9.11,56.475,0.666,0.741,2020
9.12,56.85,0.659,0.808,2021
9.132,57.225,0.683,0.808,2022
7.734,59.66,0.689,0.874,2006
7.761,59.72,0.413,0.787,2007
7.814,59.78,0.618,0.818,2008
7.853,59.84,0.616,0.813,2009
7.895,59.9,0.519,0.779,2010
7.924,59.96,0.525,0.741,2011
7.968,60.02,0.638,0.734,2012
8.0,60.08,0.722,0.74,2013
8.056,60.14,0.712,0.786,2014
8.089,60.2,0.763,0.748,2015
8.085,60.475,0.839,0.837,2016
8.159,60.75,0.845,0.816,2017
8.221,61.025,0.77,0.768,2018
8.274,61.3,0.79,0.772,2019
8.233,61.575,0.772,0.787,2020
8.251,61.85,0.818,0.699,2021
8.285,62.125,0.844,0.753,2022
10.876,70.78,0.896,0.944,2007
10.894,70.82,0.883,0.944,2008
10.86,70.9,0.921,0.957,2010
10.87,70.94,0.925,0.938,2011
10.856,70.98,0.877,0.939,2012
10.852,71.02,0.919,0.925,2013
10.863,71.06,0.91,0.909,2014
10.878,71.1,0.904,0.879,2015
10.894,71.175,0.907,0.926,2016
10.917,71.25,0.92,0.937,2017
10.934,71.325,0.92,0.939,2018
10.947,71.4,0.886,0.941,2019
10.902,71.475,0.935,0.944,2020
10.944,71.55,0.856,0.919,2021
10.981,71.625,0.868,0.929,2022
10.541,69.72,0.932,0.946,2006
10.561,69.74,0.878,0.967,2007
10.542,69.76,0.893,0.944,2008
10.534,69.8,0.918,0.976,2010
10.549,69.82,0.935,0.954,2011
10.566,69.84,0.902,0.93,2012
10.585,69.86,0.944,0.958,2013
10.605,69.88,0.932,0.942,2014
10.622,69.9,0.942,0.987,2015
10.636,69.975,0.927,0.937,2016
10.651,70.05,0.942,0.955,2017
10.666,70.125,0.949,0.954,2018
10.672,70.2,0.912,0.939,2019
10.637,70.275,0.918,0.952,2020
10.667,70.35,0.91,0.95,2021
10.682,70.425,0.831,0.956,2022
8.395,64.3,0.745,0.877,2006
8.431,64.4,0.836,0.866,2007
8.45,64.5,0.791,0.857,2008
8.402,64.6,0.746,0.835,2009
8.431,64.7,0.792,0.863,2010
8.477,64.8,0.779,0.8,2011
8.526,64.9,0.85,0.894,2012
8.559,65.0,0.859,0.868,2013
8.591,65.1,0.817,0.839,2014
8.624,65.2,0.809,0.827,2015
8.654,65.275,0.717,0.853,2016
8.685,65.35,0.922,0.838,2017
8.637,65.425,0.797,0.854,2018
8.585,65.5,0.883,0.874,2019
8.553,65.575,0.818,0.856,2020
8.637,65.65,0.905,0.848,2021
8.664,65.725,0.914,0.844,2022
6.872,50.14,0.75,0.677,2006
6.867,50.58,0.584,0.726,2007
6.905,51.02,0.649,0.607,2008
6.887,51.46,0.88,0.771,2009
6.932,51.9,0.817,0.655,2010
6.918,52.34,0.78,0.818,2011
6.98,52.78,0.734,0.7,2012
6.994,53.22,0.825,0.696,2013
7.02,53.66,0.688,0.753,2014
7.025,54.1,0.728,0.713,2015
7.042,54.45,0.702,0.683,2016
7.053,54.8,0.684,0.582,2017
7.084,55.15,0.791,0.612,2018
7.105,55.5,0.831,0.677,2019
7.091,56.55,0.793,0.587,2022
8.314,50.22,0.649,0.735,2006
8.35,50.54,0.635,0.718,2007
8.389,50.86,0.584,0.78,2008
8.439,51.18,0.537,0.722,2009
8.488,51.5,0.565,0.824,2010
8.526,52.14,0.652,0.818,2012
8.564,52.46,0.622,0.663,2013
8.6,53.1,0.68,0.812,2015
8.558,53.425,0.798,0.805,2016
8.541,53.75,0.826,0.733,2017
8.535,54.075,0.79,0.741,2018
8.532,54.4,0.746,0.735,2019
8.49,54.725,0.713,0.739,2020
8.502,55.05,0.726,0.742,2021
9.435,64.66,0.439,0.811,2007
9.481,64.82,0.552,0.734,2009
9.512,64.9,0.513,0.687,2010
9.533,64.98,0.607,0.784,2011
